ID,Date,Element,Data_Value
UK000000000,2007-02-18,TMAX,90
NLE00113670,2014-01-27,TMAX,70
UKM00003740,2011-10-21,TMAX,135
UKM00003740,2006-09-06,TMAX,227
NLE00113724,2015-10-23,TMAX,137
UKM00003257,2015-10-16,TMAX,128
UKM00003772,2015-05-22,TMAX,196
NLE00113724,2015-10-23,TMIN,118
UKM00003257,2015-01-29,TMAX,46
NLE00113724,2015-02-07,TMIN,49
UKW00035047,2014-05-21,TMAX,159
UK000000000,2013-07-19,TMAX,227
UKW00035047,2015-08-29,TMIN,121
NLE00113736,2006-07-08,TMIN,160
UKM00003590,2008-03-12,TMIN,-72
NLE00113706,2013-04-24,TMIN,57
UKM00003740,2013-07-06,TMAX,251
UKM00003257,2012-04-30,TMAX,129
UK000003377,2011-02-04,TMAX,123
UKM00003590,2012-11-09,TMAX,106
UK000000000,2010-10-30,TMIN,71
UKM00003590,2009-06-06,TMAX,150
UK000000000,2010-10-30,TMAX,113
UKM00003740,2009-09-08,TMAX,220
UKW00035047,2012-12-03,TMAX,102
UKM00003740,2010-05-17,TMAX,164
UKM00003257,2009-07-26,TMAX,175
UKM00003740,2007-04-30,TMIN,68
NLE00113676,2011-12-15,TMIN,54
UKM00003590,2007-10-03,TMIN,0
UKM00003257,2006-09-06,TMAX,218
UKW00035047,2005-06-14,TMIN,79
UKM00003740,2010-05-17,TMIN,40
UKW00035047,2012-12-03,TMIN,-17
UKM00003772,2009-10-12,TMIN,0
UK000003377,2012-04-06,TMIN,-43
UKM00003590,2008-08-30,TMAX,230
UKM00003590,2012-03-04,TMAX,81
UK000003377,2011-01-17,TMAX,73
NLE00113670,2010-01-16,TMAX,62
UKM00003740,2013-07-06,TMIN,104
UK000003377,2011-02-04,TMIN,39
UKW00035047,2013-06-27,TMIN,114
UKM00003590,2007-10-03,TMAX,161
NLE00113676,2014-11-06,TMIN,104
NLE00113676,2015-01-29,TMIN,11
NLE00113706,2012-02-20,TMIN,36
NLE00113676,2014-11-06,TMAX,134
NLE00113676,2009-10-24,TMIN,120
NLE00113676,2009-10-24,TMAX,161
NLE00113676,2010-01-03,TMIN,-2
UK000003377,2005-10-05,TMIN,50
UKM00003590,2013-01-27,TMAX,94
NLE00113736,2013-06-09,TMIN,98
UK000003377,2012-04-06,TMAX,93
UKM00003257,2012-04-19,TMIN,57
NLE00113724,2010-10-10,TMAX,155
UKM00003740,2007-04-30,TMAX,200
UKM00003257,2009-06-06,TMAX,130
NLE00113736,2006-07-08,TMAX,180
NLE00113724,2010-05-28,TMIN,93
UK000000000,2005-07-15,TMIN,159
NLE00113724,2006-10-12,TMIN,149
UK000000000,2010-12-27,TMAX,50
NLE00113724,2006-10-12,TMAX,175
UKM00003740,2009-06-04,TMAX,181
NLE00113724,2007-07-30,TMIN,134
NLE00113724,2011-03-11,TMIN,56
NLE00113724,2007-07-30,TMAX,147
UKM00003772,2006-02-07,TMAX,90
UKM00003740,2009-06-04,TMIN,67
UKM00003740,2008-12-11,TMAX,25
UK000000000,2012-09-27,TMIN,77
UKM00003740,2008-12-11,TMIN,-23
UKM00003740,2011-07-13,TMIN,102
UK000000000,2012-09-27,TMAX,155
NLE00113676,2015-09-14,TMAX,173
NLE00113724,2010-05-28,TMAX,107
NLE00113676,2011-12-15,TMAX,88
NLE00113724,2010-10-10,TMIN,135
UK000000000,2005-07-15,TMAX,229
NLE00113670,2011-01-13,TMIN,59
UKW00035047,2011-03-23,TMIN,28
UK000003377,2006-05-13,TMAX,107
NLE00113724,2010-12-04,TMIN,38
NLE00113736,2014-09-16,TMIN,167
UK000003377,2006-05-13,TMIN,95
NLE00113670,2015-01-06,TMIN,71
NLE00113736,2014-05-09,TMAX,132
UKM00003257,2011-09-05,TMAX,168
UK000003377,2005-10-05,TMAX,154
UKM00003590,2010-05-28,TMIN,27
UKM00003772,2006-02-07,TMIN,1
UKM00003740,2007-11-01,TMAX,159
NLE00113670,2015-01-06,TMAX,83
UKM00003257,2011-09-05,TMIN,93
NLE00113670,2012-09-21,TMIN,106
NLE00113724,2011-03-11,TMAX,69
NLE00113670,2012-09-21,TMAX,148
UKM00003590,2010-05-28,TMAX,175
NLE00113676,2012-03-04,TMIN,58
UKM00003772,2007-02-20,TMAX,110
UKM00003740,2011-08-10,TMAX,204
NLE00113724,2005-03-19,TMAX,83
NLE00113724,2005-03-19,TMIN,55
UKM00003772,2013-09-13,TMAX,196
NLE00113670,2013-12-06,TMIN,31
NLE00113670,2011-04-19,TMIN,85
NLE00113670,2014-07-17,TMIN,168
UKM00003740,2009-05-15,TMAX,134
NLE00113670,2014-12-08,TMIN,52
UKM00003740,2009-03-21,TMAX,142
NLE00113670,2014-07-17,TMAX,184
NLE00113670,2013-12-06,TMAX,58
UKM00003772,2014-06-29,TMAX,195
UKM00003590,2009-03-17,TMAX,113
UKM00003740,2008-03-28,TMAX,112
NLE00113670,2014-03-20,TMAX,95
UKM00003590,2009-03-17,TMIN,-48
UKM00003740,2008-03-28,TMIN,34
UKM00003740,2010-03-15,TMAX,125
UKM00003740,2012-05-31,TMIN,107
NLE00113706,2013-10-03,TMAX,158
NLE00113724,2014-05-20,TMIN,133
NLE00113724,2014-09-05,TMAX,184
NLE00113724,2006-06-05,TMAX,115
UKM00003740,2011-04-09,TMAX,202
UKW00035047,2014-05-21,TMIN,118
UK000000000,2011-05-20,TMAX,189
NLE00113724,2009-03-24,TMIN,45
NLE00113724,2006-01-14,TMIN,49
NLE00113724,2009-03-24,TMAX,67
NLE00113736,2014-04-14,TMIN,78
NLE00113736,2008-05-14,TMIN,123
NLE00113736,2009-04-14,TMAX,89
NLE00113724,2012-10-20,TMAX,157
NLE00113736,2008-05-14,TMAX,135
UKM00003772,2009-10-23,TMIN,-10
UK000000000,2012-12-04,TMIN,24
UK000000000,2012-12-04,TMAX,35
UKM00003590,2008-11-26,TMIN,-14
NLE00113724,2010-07-31,TMAX,171
NLE00113724,2014-09-05,TMIN,163
NLE00113676,2011-07-13,TMAX,151
UK000000000,2008-06-07,TMAX,183
UKM00003740,2005-08-08,TMIN,87
NLE00113724,2012-05-28,TMAX,126
UK000003377,2005-07-22,TMAX,185
UKM00003772,2010-08-25,TMAX,182
NLE00113670,2011-12-14,TMIN,43
NLE00113670,2015-12-30,TMIN,90
UKM00003590,2012-11-24,TMIN,3
NLE00113670,2011-12-14,TMAX,73
UKM00003740,2005-10-29,TMAX,164
NLE00113724,2008-04-21,TMIN,84
NLE00113670,2015-12-30,TMAX,109
NLE00113736,2013-10-31,TMIN,119
NLE00113736,2013-10-31,TMAX,147
UK000000000,2006-04-09,TMIN,14
UKM00003772,2012-05-15,TMIN,50
UKM00003257,2007-06-28,TMIN,0
UK000000000,2012-05-09,TMAX,171
NLE00113736,2014-04-23,TMIN,108
UKW00035047,2011-12-31,TMIN,48
UKW00035047,2013-08-22,TMIN,156
NLE00113724,2008-04-21,TMAX,97
UKM00003772,2008-08-04,TMAX,216
NLE00113724,2014-12-15,TMAX,94
NLE00113706,2013-10-03,TMIN,123
UK000003377,2005-07-22,TMIN,88
UKM00003590,2015-01-29,TMAX,49
UKW00035047,2008-04-07,TMAX,83
UK000000000,2008-02-06,TMAX,89
UKM00003740,2005-10-29,TMIN,126
UKM00003590,2015-01-29,TMIN,0
UKW00035047,2011-12-31,TMAX,125
UKM00003740,2005-08-08,TMAX,223
UKM00003740,2010-03-27,TMAX,121
NLE00113670,2014-12-08,TMAX,80
NLE00113670,2011-04-19,TMAX,112
NLE00113736,2014-04-23,TMAX,129
NLE00113706,2013-09-24,TMIN,139
UK000003377,2013-07-29,TMAX,223
NLE00113670,2014-03-20,TMIN,72
UK000003377,2013-07-29,TMIN,149
UKM00003257,2007-06-28,TMAX,153
NLE00113676,2013-05-23,TMAX,82
NLE00113706,2013-09-24,TMAX,156
UKM00003740,2010-04-28,TMIN,82
UKM00003740,2009-06-23,TMAX,230
UKM00003257,2008-04-20,TMIN,0
UK000003377,2007-08-12,TMAX,215
NLE00113724,2010-03-05,TMAX,56
UK000003377,2005-03-21,TMAX,141
UK000003377,2005-03-21,TMIN,76
NLE00113736,2012-01-28,TMIN,42
UK000003377,2007-08-12,TMIN,104
NLE00113736,2012-01-28,TMAX,61
UKM00003590,2015-05-30,TMAX,166
UKM00003590,2015-01-06,TMAX,83
NLE00113724,2010-03-05,TMIN,29
NLE00113676,2013-11-29,TMAX,101
UKM00003740,2012-01-25,TMAX,95
NLE00113676,2013-05-31,TMIN,81
NLE00113724,2007-07-28,TMAX,175
NLE00113706,2014-10-22,TMAX,134
NLE00113724,2007-07-28,TMIN,153
UKW00035047,2015-08-29,TMAX,209
NLE00113676,2013-11-29,TMIN,36
NLE00113724,2012-05-28,TMIN,83
UKM00003740,2011-08-10,TMIN,96
UKM00003740,2011-08-08,TMAX,193
UKM00003740,2015-10-05,TMIN,118
NLE00113736,2008-03-07,TMIN,75
UKM00003772,2014-02-24,TMIN,68
UKW00035047,2014-07-16,TMIN,136
UKM00003590,2007-02-04,TMIN,-6
UK000000000,2010-04-23,TMIN,13
UK000000000,2010-04-23,TMAX,196
UKM00003740,2015-10-05,TMAX,173
NLE00113670,2015-02-03,TMAX,61
NLE00113724,2009-01-21,TMIN,40
UKM00003740,2011-08-08,TMIN,99
NLE00113676,2012-03-04,TMAX,84
UKM00003772,2011-04-12,TMAX,147
UK000000000,2011-05-20,TMIN,80
NLE00113706,2014-10-22,TMIN,84
NLE00113736,2014-09-16,TMAX,184
UKW00035047,2007-04-22,TMIN,0
UKM00003590,2013-07-26,TMIN,136
NLE00113724,2009-01-21,TMAX,60
NLE00113736,2008-05-21,TMIN,107
NLE00113736,2009-10-21,TMIN,104
UK000000000,2011-04-30,TMIN,83
UKM00003257,2010-03-16,TMAX,115
UKW00035047,2007-10-26,TMIN,0
NLE00113736,2014-04-14,TMAX,110
NLE00113676,2015-04-09,TMAX,68
UK000000000,2005-11-18,TMAX,64
UK000000000,2012-03-18,TMIN,21
UKM00003740,2015-01-03,TMAX,76
UK000000000,2005-11-18,TMIN,-37
NLE00113736,2006-04-17,TMIN,75
UK000000000,2006-07-11,TMIN,136
NLE00113706,2010-09-19,TMIN,122
NLE00113736,2009-04-14,TMIN,61
NLE00113724,2006-06-05,TMIN,92
NLE00113676,2013-05-23,TMIN,36
NLE00113736,2006-04-17,TMAX,93
UKM00003590,2013-11-29,TMAX,92
UK000000000,2008-06-07,TMIN,86
NLE00113724,2014-05-20,TMAX,170
UKM00003740,2010-04-28,TMAX,198
NLE00113724,2013-02-09,TMAX,42
NLE00113706,2011-04-09,TMAX,77
UK000000000,2006-07-11,TMAX,211
UKW00035047,2015-02-23,TMAX,87
UK000000000,2011-04-30,TMAX,185
UKM00003740,2013-02-05,TMIN,15
UK000003377,2013-03-06,TMIN,-4
UKM00003740,2011-01-27,TMAX,15
UKM00003740,2011-01-27,TMIN,-22
UK000003377,2013-03-06,TMAX,61
NLE00113676,2009-02-24,TMAX,54
UKM00003257,2010-03-16,TMIN,12
UKM00003590,2011-10-22,TMAX,125
NLE00113724,2006-01-14,TMAX,73
UKM00003772,2009-01-23,TMIN,0
UKW00035047,2014-07-16,TMAX,242
NLE00113736,2008-05-21,TMAX,133
NLE00113706,2010-09-19,TMAX,156
UKW00035047,2013-05-27,TMIN,63
UKM00003772,2006-07-01,TMAX,297
UK000000000,2012-03-18,TMAX,118
NLE00113724,2013-02-09,TMIN,8
UKM00003772,2009-01-23,TMAX,72
UKM00003257,2005-08-25,TMIN,72
UK000000000,2005-11-05,TMIN,35
NLE00113670,2010-01-16,TMIN,26
NLE00113676,2015-09-14,TMIN,134
UKM00003772,2008-12-25,TMIN,0
UKW00035047,2014-05-07,TMIN,92
NLE00113724,2009-11-18,TMAX,141
NLE00113670,2010-10-09,TMAX,143
NLE00113670,2010-08-25,TMIN,145
UKM00003772,2013-04-14,TMIN,109
NLE00113736,2014-05-09,TMIN,107
NLE00113670,2009-11-17,TMIN,110
NLE00113676,2010-01-19,TMIN,27
UKM00003590,2009-02-24,TMIN,0
NLE00113670,2010-10-09,TMIN,133
UKM00003772,2007-02-17,TMIN,0
UKM00003590,2009-02-24,TMAX,80
UKM00003740,2010-11-30,TMAX,4
NLE00113724,2011-11-18,TMAX,134
NLE00113724,2011-11-18,TMIN,122
UKM00003772,2007-02-17,TMAX,117
UK000003377,2013-07-27,TMIN,137
UKM00003590,2007-01-25,TMIN,-112
UKM00003772,2011-02-12,TMAX,114
NLE00113670,2009-11-17,TMAX,121
NLE00113676,2010-01-19,TMAX,64
NLE00113736,2014-02-24,TMIN,74
UKM00003740,2014-12-16,TMIN,3
UK000000000,2005-03-22,TMIN,89
UKM00003590,2009-05-09,TMAX,158
UKW00035047,2011-09-25,TMIN,106
NLE00113670,2014-07-25,TMAX,207
UKM00003772,2008-12-25,TMAX,75
NLE00113670,2012-12-10,TMIN,24
NLE00113724,2009-11-18,TMIN,97
NLE00113706,2012-08-19,TMAX,218
NLE00113706,2012-08-19,TMIN,177
UKM00003590,2012-07-27,TMIN,107
NLE00113670,2014-07-25,TMIN,190
NLE00113736,2014-09-18,TMIN,180
UKW00035047,2014-09-07,TMAX,205
UKW00035047,2005-12-26,TMIN,0
UKM00003740,2014-04-09,TMIN,40
NLE00113676,2013-12-10,TMAX,99
UKM00003590,2010-01-10,TMIN,-7
NLE00113736,2014-02-24,TMAX,101
UKM00003590,2012-07-27,TMAX,233
UKM00003772,2013-12-06,TMAX,88
NLE00113676,2013-07-19,TMAX,195
NLE00113736,2014-10-20,TMAX,166
NLE00113676,2012-10-16,TMIN,108
NLE00113676,2011-06-16,TMAX,154
NLE00113676,2014-04-28,TMIN,86
NLE00113736,2012-03-19,TMIN,59
UKM00003772,2011-07-24,TMAX,239
NLE00113676,2014-04-28,TMAX,124
UKM00003772,2005-12-27,TMAX,26
NLE00113736,2012-03-19,TMAX,72
UKW00035047,2015-01-28,TMAX,100
UK000003377,2010-08-31,TMAX,209
UKM00003772,2011-07-24,TMIN,95
UK000003377,2010-08-31,TMIN,51
UKM00003257,2010-04-24,TMAX,189
NLE00113670,2011-06-24,TMIN,127
NLE00113670,2013-06-14,TMAX,127
NLE00113706,2014-07-19,TMIN,180
NLE00113676,2011-06-16,TMIN,124
UKM00003590,2011-03-24,TMAX,151
UKM00003590,2007-12-27,TMAX,114
UKM00003590,2009-06-22,TMIN,0
NLE00113670,2012-12-10,TMAX,66
UKM00003772,2013-12-06,TMIN,14
UKM00003590,2011-03-24,TMIN,46
NLE00113724,2014-09-26,TMIN,159
NLE00113724,2014-09-26,TMAX,177
NLE00113724,2008-10-27,TMIN,77
NLE00113724,2008-10-27,TMAX,115
NLE00113724,2014-03-01,TMAX,70
UKM00003740,2012-02-18,TMAX,82
NLE00113724,2011-02-18,TMAX,31
UKM00003257,2009-10-12,TMAX,138
NLE00113670,2013-03-08,TMAX,44
NLE00113670,2013-03-08,TMIN,30
NLE00113676,2013-07-19,TMIN,170
UKW00035047,2012-07-27,TMAX,237
NLE00113736,2015-12-30,TMAX,106
NLE00113724,2011-02-18,TMIN,13
UKM00003590,2009-09-07,TMAX,211
NLE00113736,2015-12-30,TMIN,92
NLE00113724,2014-07-13,TMIN,141
NLE00113736,2014-09-18,TMAX,205
UK000000000,2009-12-14,TMIN,12
UK000000000,2014-09-17,TMIN,128
NLE00113724,2012-07-03,TMAX,155
UK000000000,2014-09-17,TMAX,224
NLE00113706,2013-12-30,TMAX,89
UK000003377,2009-08-13,TMAX,226
NLE00113724,2012-07-03,TMIN,141
NLE00113736,2013-10-04,TMAX,179
UKW00035047,2011-09-25,TMAX,221
UK000003377,2009-08-13,TMIN,147
UK000003377,2014-04-07,TMAX,117
NLE00113736,2012-02-11,TMIN,-47
NLE00113736,2008-03-29,TMIN,73
UKW00035047,2008-12-25,TMIN,0
NLE00113736,2014-10-20,TMIN,150
NLE00113724,2006-12-22,TMAX,82
UKM00003772,2011-07-17,TMIN,127
NLE00113676,2008-11-26,TMAX,101
NLE00113724,2006-12-22,TMIN,62
UK000003377,2009-03-31,TMIN,71
NLE00113676,2013-07-24,TMAX,192
NLE00113724,2011-10-22,TMAX,135
NLE00113736,2008-03-29,TMAX,99
UKM00003740,2010-11-30,TMIN,-31
UKM00003740,2012-06-16,TMAX,161
UKM00003772,2012-05-05,TMIN,57
UKM00003772,2012-05-05,TMAX,103
NLE00113736,2010-05-16,TMAX,108
UKM00003740,2012-06-16,TMIN,106
UK000000000,2008-03-12,TMIN,41
NLE00113706,2013-12-30,TMIN,75
NLE00113724,2011-10-22,TMIN,109
NLE00113736,2009-01-23,TMAX,61
UK000003377,2008-03-28,TMAX,98
NLE00113724,2015-11-02,TMAX,131
NLE00113736,2009-01-23,TMIN,37
NLE00113676,2010-03-09,TMAX,49
NLE00113724,2015-11-02,TMIN,104
NLE00113676,2010-03-09,TMIN,27
UKW00035047,2007-11-01,TMIN,-9
UK000003377,2009-03-31,TMAX,152
NLE00113736,2012-06-04,TMAX,111
UKM00003257,2011-10-07,TMAX,150
UKM00003257,2011-10-07,TMIN,65
UKW00035047,2014-09-07,TMIN,121
UKM00003772,2011-07-17,TMAX,193
UKM00003257,2011-04-24,TMAX,197
UK000003377,2009-09-14,TMAX,187
NLE00113736,2009-04-10,TMAX,163
NLE00113724,2011-09-06,TMIN,152
UKM00003590,2014-11-06,TMAX,103
NLE00113670,2012-02-25,TMAX,71
NLE00113724,2005-08-25,TMIN,136
NLE00113670,2010-08-25,TMAX,155
UK000000000,2009-12-14,TMAX,38
UKM00003740,2014-04-09,TMAX,146
NLE00113724,2005-08-25,TMAX,158
UKM00003257,2005-09-18,TMIN,99
NLE00113736,2010-09-05,TMIN,152
NLE00113724,2010-04-07,TMAX,87
UKW00035047,2005-12-26,TMAX,55
UKM00003740,2014-12-16,TMAX,70
UK000000000,2005-03-22,TMAX,137
UKM00003740,2013-01-06,TMAX,83
NLE00113676,2011-01-24,TMIN,53
NLE00113724,2011-09-06,TMAX,180
NLE00113736,2009-04-10,TMIN,93
UK000003377,2009-09-14,TMIN,120
NLE00113724,2006-10-15,TMIN,121
NLE00113676,2010-12-28,TMAX,47
NLE00113676,2010-12-28,TMIN,23
UK000000000,2014-10-25,TMIN,66
NLE00113676,2012-06-17,TMIN,129
NLE00113670,2012-02-25,TMIN,57
NLE00113676,2012-06-17,TMAX,143
NLE00113676,2014-01-31,TMIN,43
UKM00003772,2010-06-26,TMAX,276
NLE00113724,2010-04-07,TMIN,65
NLE00113724,2006-10-15,TMAX,149
NLE00113670,2012-08-18,TMIN,175
NLE00113670,2012-08-18,TMAX,199
UKM00003772,2014-11-29,TMAX,135
UKM00003590,2007-12-14,TMIN,0
UKM00003590,2007-12-14,TMAX,61
UKM00003590,2013-03-14,TMAX,53
NLE00113676,2008-11-26,TMIN,73
UKM00003590,2010-11-27,TMIN,-51
NLE00113670,2015-02-03,TMIN,29
NLE00113676,2012-10-09,TMIN,110
UKM00003772,2010-07-13,TMAX,217
NLE00113724,2015-02-22,TMIN,40
NLE00113706,2012-12-20,TMIN,47
UKM00003257,2014-05-03,TMAX,143
UK000000000,2006-06-04,TMIN,74
NLE00113724,2013-12-18,TMAX,96
UK000000000,2006-06-04,TMAX,214
NLE00113724,2013-12-18,TMIN,76
UK000000000,2007-12-31,TMAX,81
UKM00003257,2007-04-29,TMAX,130
NLE00113736,2013-07-11,TMAX,140
NLE00113736,2009-12-04,TMIN,51
NLE00113724,2012-01-24,TMAX,65
UKM00003257,2015-07-12,TMAX,205
NLE00113736,2015-10-16,TMAX,136
NLE00113736,2009-12-04,TMAX,84
UK000003377,2014-07-13,TMAX,234
NLE00113706,2012-12-20,TMAX,66
UKM00003590,2005-09-25,TMAX,201
NLE00113736,2013-07-11,TMIN,132
UK000003377,2014-07-13,TMIN,171
NLE00113724,2012-01-24,TMIN,50
UKM00003590,2005-09-26,TMIN,65
UKM00003772,2010-02-06,TMAX,72
UKM00003740,2015-06-11,TMIN,71
UKM00003772,2010-01-15,TMAX,68
NLE00113670,2012-01-26,TMIN,42
UK000000000,2011-11-14,TMAX,105
NLE00113670,2012-01-26,TMAX,75
NLE00113670,2014-06-25,TMAX,141
UK000000000,2005-11-19,TMAX,50
UKM00003257,2013-03-13,TMAX,56
UKW00035047,2008-11-11,TMIN,-13
UKM00003590,2005-09-26,TMAX,161
NLE00113670,2013-06-14,TMIN,104
UK000000000,2007-12-31,TMIN,49
UKM00003257,2007-04-29,TMIN,0
UKM00003740,2015-06-11,TMAX,239
UKW00035047,2015-09-16,TMAX,172
NLE00113724,2015-02-22,TMAX,62
UK000000000,2011-11-14,TMIN,82
NLE00113676,2013-09-20,TMAX,162
UK000000000,2013-01-31,TMIN,54
NLE00113736,2015-10-16,TMIN,94
UKM00003590,2005-09-25,TMIN,107
NLE00113724,2015-11-03,TMIN,109
UK000000000,2010-04-14,TMIN,51
UKM00003740,2010-09-19,TMIN,90
NLE00113676,2013-03-14,TMAX,40
UKM00003740,2006-07-11,TMAX,211
UKM00003740,2006-07-11,TMIN,126
UK000000000,2013-01-05,TMIN,75
NLE00113676,2015-01-29,TMAX,49
UKM00003740,2010-09-19,TMAX,171
UKM00003590,2011-05-17,TMAX,187
UKW00035047,2013-06-27,TMAX,182
UKM00003772,2014-08-18,TMAX,202
UK000000000,2005-11-05,TMAX,141
NLE00113670,2010-09-19,TMAX,157
UKM00003257,2013-07-19,TMAX,257
NLE00113724,2015-11-03,TMAX,148
UKW00035047,2015-03-22,TMAX,61
UKM00003257,2015-03-22,TMAX,117
NLE00113724,2015-05-31,TMAX,125
UK000000000,2010-04-14,TMAX,111
UK000000000,2013-01-31,TMAX,73
UKM00003590,2011-08-08,TMAX,204
NLE00113676,2013-03-14,TMIN,7
UKM00003257,2012-07-22,TMAX,229
UK000003377,2008-08-14,TMIN,99
UK000003377,2008-08-14,TMAX,202
NLE00113676,2010-01-03,TMAX,32
UKM00003772,2013-09-12,TMIN,125
UK000000000,2013-01-05,TMAX,94
NLE00113706,2011-07-08,TMAX,167
UKM00003590,2011-08-08,TMIN,75
UKM00003257,2012-04-30,TMIN,59
UKM00003772,2006-05-18,TMAX,184
NLE00113670,2010-09-19,TMIN,130
NLE00113706,2011-07-08,TMIN,131
NLE00113670,2015-10-06,TMIN,143
UKW00035047,2014-04-15,TMAX,102
UKM00003772,2013-09-12,TMAX,205
NLE00113724,2015-05-31,TMIN,102
UKM00003257,2013-07-19,TMIN,137
UKM00003740,2008-08-03,TMAX,184
NLE00113736,2007-06-13,TMIN,131
UKM00003257,2009-10-12,TMIN,0
UKM00003590,2009-10-24,TMAX,164
UKM00003257,2010-04-24,TMIN,31
NLE00113736,2014-12-27,TMIN,12
NLE00113724,2009-02-12,TMAX,50
UKM00003257,2014-05-03,TMIN,-21
UKM00003740,2005-11-08,TMAX,155
NLE00113724,2013-02-04,TMIN,43
UKM00003590,2006-01-06,TMIN,0
NLE00113736,2005-04-25,TMIN,86
UKM00003257,2005-03-14,TMIN,11
NLE00113736,2014-12-27,TMAX,52
UKM00003740,2014-01-08,TMAX,106
UK000003377,2014-04-23,TMAX,157
NLE00113676,2013-01-28,TMAX,91
NLE00113736,2005-04-25,TMAX,134
NLE00113724,2006-10-14,TMIN,138
UKW00035047,2010-12-22,TMIN,7
NLE00113676,2011-09-22,TMAX,162
UK000003377,2012-02-20,TMIN,-49
UKM00003590,2006-01-06,TMAX,47
NLE00113670,2012-08-06,TMIN,140
UKM00003257,2005-03-14,TMAX,95
NLE00113736,2014-11-11,TMAX,138
NLE00113706,2014-07-19,TMAX,246
UK000003377,2014-04-23,TMIN,68
NLE00113724,2014-03-01,TMIN,43
NLE00113670,2011-06-24,TMAX,136
NLE00113676,2012-10-16,TMAX,141
UKM00003590,2009-07-25,TMAX,231
NLE00113724,2015-06-14,TMAX,132
UK000003377,2012-02-20,TMAX,113
UKM00003590,2011-12-15,TMAX,64
UKM00003590,2011-12-15,TMIN,17
UKM00003772,2013-07-11,TMIN,118
UKM00003772,2013-07-11,TMAX,234
UKM00003590,2010-12-28,TMIN,7
NLE00113676,2010-05-28,TMAX,114
NLE00113676,2010-05-28,TMIN,96
NLE00113736,2014-11-11,TMIN,96
NLE00113724,2015-06-14,TMIN,106
NLE00113676,2013-01-28,TMIN,55
NLE00113724,2006-10-14,TMAX,164
UKM00003257,2006-09-05,TMIN,129
UKW00035047,2015-09-16,TMIN,100
NLE00113724,2013-02-04,TMAX,81
NLE00113676,2012-10-09,TMAX,125
NLE00113724,2013-02-22,TMIN,1
UK000003377,2013-07-12,TMAX,254
UK000003377,2005-05-23,TMAX,155
UK000000000,2005-11-19,TMIN,-26
UK000003377,2005-05-23,TMIN,55
NLE00113706,2013-06-07,TMIN,104
UK000003377,2005-12-01,TMAX,82
NLE00113736,2015-06-12,TMIN,148
UKW00035047,2006-07-12,TMIN,132
NLE00113676,2013-09-20,TMIN,138
NLE00113706,2012-02-20,TMAX,62
UK000003377,2013-07-12,TMIN,112
UKW00035047,2006-07-12,TMAX,230
NLE00113736,2007-06-13,TMAX,164
UKM00003257,2006-12-16,TMIN,0
UKM00003590,2009-10-24,TMIN,0
UKW00035047,2012-07-27,TMIN,145
UKM00003590,2010-03-09,TMAX,70
NLE00113736,2006-07-16,TMAX,204
NLE00113736,2006-07-16,TMIN,180
NLE00113736,2015-06-12,TMAX,212
UKM00003772,2012-05-15,TMAX,124
NLE00113724,2009-02-12,TMIN,22
UK000003377,2011-01-17,TMIN,46
UKM00003257,2006-09-05,TMAX,225
NLE00113724,2014-07-13,TMAX,175
NLE00113676,2011-09-22,TMIN,139
NLE00113724,2005-10-19,TMAX,161
NLE00113724,2005-08-10,TMAX,157
NLE00113724,2005-08-10,TMIN,135
NLE00113724,2005-10-19,TMIN,121
UKM00003772,2012-05-12,TMIN,46
UKM00003772,2013-04-14,TMAX,199
NLE00113670,2015-10-06,TMAX,157
UKM00003772,2014-02-24,TMAX,149
UKM00003740,2011-06-07,TMIN,57
NLE00113670,2013-04-13,TMIN,35
NLE00113670,2013-04-13,TMAX,69
NLE00113724,2013-02-22,TMAX,15
UKM00003740,2011-06-07,TMAX,150
UK000003377,2005-12-01,TMIN,11
UK000000000,2006-12-16,TMAX,81
UK000000000,2012-05-09,TMIN,68
UKM00003257,2015-02-20,TMIN,6
NLE00113706,2015-01-18,TMAX,55
UK000000000,2014-01-22,TMAX,73
NLE00113706,2015-07-21,TMIN,151
UK000000000,2014-01-22,TMIN,17
UKM00003772,2007-02-15,TMAX,114
UKM00003740,2005-05-05,TMIN,52
UKM00003740,2013-01-31,TMAX,90
UKM00003590,2015-04-09,TMAX,150
UKM00003740,2005-05-05,TMAX,172
NLE00113670,2012-05-24,TMAX,134
NLE00113706,2012-08-18,TMAX,220
NLE00113670,2012-05-24,TMIN,107
NLE00113670,2010-04-08,TMAX,88
NLE00113670,2010-04-08,TMIN,62
UKW00035047,2014-02-03,TMIN,27
UK000000000,2008-12-17,TMIN,12
NLE00113736,2008-02-29,TMAX,102
NLE00113724,2015-11-12,TMIN,123
NLE00113706,2012-08-18,TMIN,185
UK000000000,2013-06-17,TMIN,101
UK000003377,2011-10-28,TMIN,43
NLE00113676,2014-01-22,TMAX,83
UKM00003772,2014-08-05,TMAX,251
UKM00003772,2012-03-04,TMAX,94
UKM00003590,2005-09-18,TMAX,161
UKM00003257,2010-09-18,TMIN,50
UKM00003772,2013-10-20,TMAX,174
UKM00003257,2011-08-04,TMAX,202
NLE00113676,2010-02-18,TMIN,16
UKM00003257,2010-09-18,TMAX,162
UKM00003772,2007-02-15,TMIN,-4
UKM00003257,2014-03-14,TMAX,139
UKM00003257,2011-05-07,TMIN,113
UKM00003590,2007-04-29,TMAX,186
UKM00003590,2007-04-29,TMIN,0
